generation,individual_id,decoded_architecture,predicted_psnr,params
0,0,4 2 5 1 2 1 0 7 7 3 1 5 7 2 5 6 7 7 5 3 2 2 4 2 0 2 6 1,-30.127223919942708,58240
0,1,6 6 1 4 4 5 7 0 5 5 7 0 2 5 7 4 3 1 5 6 3 1 4 7 1 3 5 0,-31.230218440532386,613392
0,2,0 7 7 4 1 0 3 0 4 2 7 0 5 2 0 4 5 2 4 7 6 2 2 2 6 3 5 5,-31.244418405216916,42528
0,3,1 7 2 0 1 5 5 1 0 6 3 0 4 1 2 1 3 1 3 5 3 5 7 7 1 6 7 5,-31.290151039053644,427232
0,4,5 7 0 1 0 1 5 0 6 3 0 1 0 6 7 4 6 2 1 0 1 7 5 6 3 3 6 0,-30.257247064971853,518848
0,5,3 2 5 0 6 6 7 4 5 6 0 1 0 3 3 4 6 3 0 6 5 6 3 0 4 0 7 5,-31.046033404193846,1424928
0,6,6 6 1 0 5 7 1 2 1 6 7 1 0 3 7 5 1 0 1 5 7 4 0 7 3 7 1 1,-30.58606547566756,1478160
0,7,6 5 7 0 0 7 3 6 1 5 4 1 1 2 0 4 4 0 7 7 0 2 0 0 4 7 6 4,-29.87812818559571,755472
0,8,1 5 6 3 0 0 0 6 1 7 5 2 2 4 6 5 2 7 6 7 7 0 2 7 6 1 4 7,-30.08119371297615,736800
0,9,2 4 6 0 3 1 5 0 7 2 0 4 5 5 2 1 5 4 0 5 5 1 4 2 0 2 0 3,-31.14063398302434,757152
0,10,4 0 3 3 1 3 1 5 0 6 2 3 7 4 7 7 6 3 5 5 7 4 2 2 7 3 5 3,-29.278800392140138,222880
0,11,1 6 1 0 7 6 4 7 3 4 3 4 3 2 5 5 2 2 7 0 1 3 2 0 0 0 3 1,-31.101211394234785,277408
0,12,6 2 2 5 5 3 2 7 7 0 0 7 2 6 2 3 4 3 5 7 5 7 3 1 2 2 5 2,-30.597788015236215,1531584
0,13,4 7 1 0 0 6 2 1 2 5 0 1 7 2 2 7 1 6 1 7 0 5 4 7 4 5 7 2,-29.316823765784665,164944
0,14,2 5 5 7 4 3 2 7 1 7 4 6 3 2 1 5 3 5 6 1 4 6 0 6 6 7 1 5,-29.488175704068677,507936
0,15,4 2 4 2 2 4 5 1 0 1 4 4 4 1 0 5 1 6 3 5 5 1 4 4 3 5 1 6,-29.174998577520334,59344
0,16,3 3 7 5 7 5 3 1 2 5 1 1 0 0 2 1 6 7 7 6 5 1 1 6 7 5 1 2,-29.808724732557152,2394080
0,17,0 7 6 7 7 0 0 3 1 1 1 6 5 3 6 7 6 4 1 2 3 5 3 1 2 7 0 6,-31.63563444176587,78032
0,18,0 1 3 1 6 7 7 0 6 3 0 0 5 0 7 5 1 3 5 2 2 7 6 0 0 0 5 4,-30.006415940246388,182336
0,19,4 3 7 1 6 5 1 7 2 1 1 3 2 4 7 2 3 5 4 5 6 5 5 7 6 2 1 3,-29.92824877550674,194656
0,20,2 5 0 6 3 5 7 7 3 2 2 0 5 0 3 0 7 2 6 1 7 4 4 2 7 0 6 2,-30.670049859643818,536352
0,21,1 3 5 6 6 5 7 3 3 3 5 4 1 2 3 1 0 5 7 3 0 5 6 3 7 2 5 2,-29.721305908844688,646752
0,22,6 4 0 7 6 6 4 1 2 1 6 7 4 6 0 4 3 2 3 1 0 2 7 1 1 5 1 1,-31.130166774819937,636672
0,23,7 0 1 5 4 6 1 1 0 0 7 6 1 4 5 0 6 7 1 0 4 3 1 6 6 2 5 6,-30.724380341275594,939616
0,24,6 2 7 7 4 0 0 1 0 0 5 5 3 4 2 5 5 7 5 6 2 6 1 6 7 0 0 1,-30.278545528404372,1538064
0,25,4 1 7 2 5 6 7 2 7 7 0 0 1 3 1 1 6 5 4 1 4 0 2 4 0 6 6 0,-30.25260690669429,161424
0,26,7 2 2 3 7 0 3 0 2 7 1 6 4 1 3 3 4 5 1 3 3 6 7 3 6 1 5 6,-31.03092369310523,2456736
0,27,1 7 6 1 5 2 2 0 3 1 4 1 5 3 5 0 7 5 5 2 5 2 5 0 2 2 4 3,-31.46202281430909,326816
0,28,1 7 5 1 1 0 1 3 7 4 3 2 0 6 3 2 0 6 3 4 0 5 6 7 7 5 7 3,-29.932930559567577,961408
0,29,1 6 4 0 2 7 3 1 3 7 1 1 4 3 1 3 2 1 2 2 1 1 4 2 6 4 6 3,-30.215936638581976,512864
0,30,3 2 0 4 6 2 3 1 5 7 5 6 4 4 1 7 6 0 0 2 5 1 7 2 1 2 4 7,-30.77950604149843,900896
0,31,3 4 0 0 4 3 1 4 6 4 2 6 1 4 2 1 2 3 7 3 1 1 4 3 3 5 7 1,-29.675531930022316,1988960
0,32,7 6 0 4 7 0 3 5 7 3 7 2 4 5 0 1 4 1 3 4 7 6 7 7 1 2 3 3,-30.4653966271037,2555744
0,33,1 2 6 3 6 6 0 3 7 6 7 7 7 1 7 4 3 4 3 5 0 2 2 3 2 5 4 3,-30.922147574194476,518528
0,34,4 7 1 2 6 0 3 0 1 3 6 2 2 0 2 3 3 2 5 5 1 0 6 2 2 5 3 1,-30.42151163512644,149616
0,35,4 5 3 1 6 2 5 0 3 7 2 0 3 0 1 3 7 5 7 0 4 0 1 7 4 1 4 4,-29.38239411273809,143312
0,36,3 7 3 2 6 6 0 0 2 3 3 2 2 6 7 6 4 3 3 2 5 0 1 3 6 7 0 0,-29.96494879254353,2099488
0,37,4 0 2 2 4 6 1 3 2 2 0 6 6 1 5 4 0 1 4 0 3 7 3 5 1 5 3 4,-29.66063168553568,148160
0,38,6 7 4 5 1 3 1 5 7 7 7 4 3 6 6 5 0 4 5 6 2 1 4 3 5 3 5 3,-29.375026582774783,1501824
0,39,2 1 3 3 6 7 3 0 3 3 3 6 5 6 5 2 3 5 2 0 0 1 5 2 4 2 1 6,-29.783701936924484,1791456
0,40,3 5 5 6 4 6 6 0 1 0 7 2 6 5 1 6 2 3 1 6 2 1 7 3 4 0 3 2,-31.29505916538,1772320
0,41,4 3 0 0 6 4 4 7 6 7 0 4 7 7 2 4 5 3 4 5 2 4 1 1 4 0 6 4,-30.718787016480103,54080
0,42,3 1 7 1 6 5 6 5 5 7 5 3 1 1 3 4 5 4 7 6 3 7 3 5 1 2 0 2,-30.13988065043168,2844576
0,43,5 4 3 2 4 5 1 5 0 3 4 7 2 5 5 5 2 0 5 5 2 7 0 1 1 1 6 7,-30.20232505113235,426016
0,44,7 6 6 2 6 0 3 2 4 4 1 5 4 0 2 1 5 1 6 7 2 1 6 0 0 7 7 7,-30.560872540164752,833184
0,45,5 7 2 2 2 6 1 6 5 1 5 2 6 6 2 1 6 2 1 2 4 4 7 7 3 5 6 3,-31.13216855417119,562848
0,46,4 3 4 5 3 0 2 6 0 7 7 7 5 0 4 0 6 4 3 5 3 5 4 4 3 7 1 2,-31.08169043565755,61792
0,47,1 4 5 4 3 4 0 3 6 6 3 0 4 6 0 1 4 2 5 1 5 3 6 2 3 6 1 4,-30.458487756108916,239488
0,48,4 0 0 4 4 4 0 0 2 3 6 2 5 1 5 2 5 3 3 1 5 1 7 2 5 0 4 4,-29.93620399212151,162208
0,49,5 4 2 1 6 0 4 7 1 6 6 2 5 5 6 0 3 6 0 6 5 0 4 4 4 2 0 5,-31.43825887399564,153664
0,50,4 7 3 5 0 0 7 7 4 0 0 0 1 6 5 5 2 3 2 2 1 2 5 2 4 4 6 3,-32.30035152884982,70128
0,51,6 4 5 0 6 4 2 0 0 1 2 4 4 0 6 3 2 4 3 7 1 7 3 0 5 5 5 1,-30.174613395269592,362640
0,52,4 1 2 2 7 5 4 3 1 6 0 3 2 7 2 2 0 6 7 6 5 0 6 6 4 6 5 1,-29.697607303941272,105200
0,53,4 6 4 3 2 3 4 2 3 6 5 3 0 0 0 6 3 2 6 4 4 2 6 1 7 3 5 3,-28.988905001930316,120384
0,54,4 7 1 0 5 4 3 3 0 1 4 5 7 6 0 1 6 7 7 2 4 6 0 5 2 1 2 7,-31.38408944455931,93312
0,55,3 4 0 6 6 6 7 4 3 3 2 6 1 2 6 2 7 0 1 2 0 3 2 0 2 6 4 2,-31.063865277940625,1014880
0,56,4 2 3 6 1 2 0 2 2 4 2 6 2 0 2 4 6 2 6 7 2 4 7 3 2 0 5 6,-29.95508606026231,104656
0,57,3 4 1 2 3 0 3 7 2 4 0 7 4 2 7 0 7 4 0 1 0 4 0 4 4 2 5 7,-30.73383241563305,597408
0,58,3 1 4 1 1 6 7 4 0 7 1 6 0 3 2 4 3 0 3 5 6 4 0 1 1 2 7 4,-30.122800661240767,1156832
0,59,4 6 3 0 1 2 2 5 6 7 0 3 2 3 7 1 3 0 7 7 1 5 1 1 2 2 1 5,-29.61034848563829,166336
0,60,0 5 0 1 2 7 1 1 5 7 3 4 3 4 4 6 0 1 6 0 1 7 5 1 3 6 7 2,-29.105610059206533,116816
0,61,5 2 1 2 4 1 7 1 4 1 3 6 7 4 1 1 1 2 6 6 2 5 5 3 5 4 2 3,-29.50450827733476,492192
0,62,6 4 6 3 7 4 7 7 1 6 5 7 4 7 4 7 2 5 5 2 3 2 7 5 4 3 2 2,-30.297895353110558,809712
0,63,0 1 1 0 0 7 0 5 2 5 2 2 1 6 7 5 7 5 7 1 7 2 3 6 3 0 7 4,-29.73563095073925,159392
0,64,2 0 1 5 1 3 5 1 2 6 6 3 0 7 2 4 0 2 5 1 2 6 7 5 6 6 3 6,-30.884197427984578,1187040
0,65,5 6 1 6 7 5 3 6 4 5 1 7 4 5 3 5 6 1 7 4 4 5 1 4 5 3 5 4,-30.406852878127783,346496
0,66,5 2 4 2 5 6 2 1 3 0 0 7 2 0 7 7 6 4 0 2 4 5 1 5 7 0 1 2,-30.449936360445026,642208
0,67,1 3 4 2 6 1 2 4 6 4 7 6 4 6 2 5 7 2 1 7 3 7 1 5 3 6 4 2,-31.668309204751974,128672
0,68,4 5 0 5 4 4 6 1 6 5 6 4 4 1 3 3 7 4 3 2 5 1 2 6 1 4 7 7,-30.280096989749346,90560
0,69,3 4 3 7 6 4 0 5 3 6 5 0 5 5 3 6 2 2 3 7 4 2 2 6 3 1 1 7,-30.45077914970051,3540640
0,70,5 2 0 7 1 2 1 5 1 7 2 3 2 3 7 7 5 4 5 5 4 0 2 7 0 3 7 0,-28.67820254300163,609632
0,71,2 5 3 3 5 3 4 3 7 3 5 1 6 2 6 5 1 4 1 1 0 3 6 7 7 6 1 2,-29.521927546684083,2420208
0,72,0 7 2 0 5 4 4 6 3 3 5 2 3 1 7 7 2 4 1 1 5 7 1 7 6 4 0 3,-30.020117344025895,209376
0,73,6 2 3 2 7 7 0 3 6 3 7 2 2 1 0 4 1 7 3 7 0 4 1 1 5 5 0 7,-29.229023975561994,1109952
0,74,5 4 4 4 5 0 4 3 2 6 1 5 7 1 2 0 1 0 4 5 6 0 7 4 3 7 3 0,-29.84422080727057,205472
0,75,5 5 0 5 7 7 4 5 2 0 7 6 2 6 4 6 1 7 1 2 7 6 2 0 6 1 6 6,-30.867819178011274,402368
0,76,4 3 6 3 1 0 7 0 1 2 4 4 2 0 1 2 7 0 2 6 7 6 0 3 6 5 7 4,-30.45702800800903,146464
0,77,6 1 7 4 7 5 5 7 2 4 6 5 3 7 4 7 5 6 0 7 6 7 2 3 7 6 1 1,-30.77640271207082,818496
0,78,1 6 7 3 7 6 1 4 2 0 0 2 0 2 3 2 0 3 0 0 7 3 2 7 5 3 4 0,-30.72763976170044,735936
0,79,0 4 1 7 2 6 2 7 0 4 7 4 0 1 5 6 5 3 6 2 4 0 0 6 4 5 0 7,-28.155352554401798,123184
0,80,6 2 4 4 7 6 4 5 3 4 1 7 3 1 1 6 4 0 1 7 7 5 6 3 2 0 2 0,-30.61232308298113,1159824
0,81,2 6 2 3 0 0 3 3 1 6 0 0 1 1 2 0 6 2 5 3 6 5 2 7 2 3 1 5,-31.189560624502604,982320
0,82,1 6 0 5 5 2 1 2 3 6 2 0 0 0 0 3 7 2 1 7 3 4 6 1 6 2 1 3,-31.437090971650907,337216
0,83,3 2 4 7 1 4 5 0 5 1 3 3 4 5 7 4 3 1 2 0 4 6 3 3 7 4 1 7,-29.76769974846,1670112
0,84,1 6 6 1 3 0 6 2 5 3 3 5 6 6 2 4 0 5 7 6 2 6 7 0 7 2 5 4,-30.758589528672246,272384
0,85,7 3 1 7 3 6 1 4 5 0 3 6 7 6 3 4 3 5 3 1 7 3 3 2 4 3 5 2,-29.755391754651303,2140896
0,86,2 4 5 0 3 5 0 0 4 7 2 7 7 1 5 7 3 0 0 3 2 7 0 2 5 2 7 2,-29.538466392285166,1261632
0,87,3 0 1 2 6 6 2 3 6 3 5 0 7 2 7 4 5 4 5 1 1 2 1 3 4 4 6 6,-29.935659377962672,1467616
0,88,6 2 5 2 7 6 6 0 3 6 5 3 4 3 1 7 2 4 7 4 5 4 4 0 7 6 6 6,-29.687284538310653,921264
0,89,4 7 2 3 3 2 0 3 5 2 4 4 1 0 3 4 4 0 5 1 7 4 5 4 5 2 4 2,-28.892950556264047,45072
0,90,0 4 7 5 5 1 1 4 3 7 7 7 1 3 6 0 3 2 0 3 5 1 5 5 4 4 3 4,-30.83497775994537,43712
0,91,1 4 0 4 0 0 0 4 1 3 1 4 0 1 2 4 2 7 6 7 3 3 0 5 1 2 2 7,-30.65326593346757,310464
0,92,4 5 4 1 1 2 2 4 1 7 0 7 3 4 2 7 0 6 7 2 7 5 3 3 7 7 2 6,-29.078778492700767,179536
0,93,0 4 3 6 0 3 1 3 6 6 4 1 7 3 5 6 7 3 6 5 2 6 3 5 3 0 0 4,-29.72358845004062,110672
0,94,1 7 0 3 7 6 3 1 4 0 7 3 6 7 0 7 1 1 7 6 7 3 5 6 7 0 7 5,-30.7787908897706,563776
0,95,0 7 5 4 2 4 5 4 2 2 5 4 4 1 3 5 2 1 5 4 4 1 6 3 2 6 5 7,-29.85497307692501,83344
0,96,6 4 2 4 1 3 7 7 3 0 0 2 2 7 5 2 4 4 1 7 0 4 6 0 3 5 7 7,-30.610561185432402,1590624
0,97,5 7 1 4 0 6 6 7 3 4 3 6 0 6 2 4 7 0 6 1 6 4 2 1 7 7 2 2,-31.436457663955046,195232
0,98,6 4 0 1 5 5 6 5 4 4 7 5 1 1 4 2 7 5 0 0 6 7 0 7 0 0 1 7,-30.697195819336468,596352
0,99,0 5 2 7 5 4 5 6 4 2 2 0 3 7 7 5 3 0 2 5 3 1 0 7 3 3 4 4,-30.335737697816267,169040
1,0,0 7 7 4 1 0 3 0 4 2 7 0 5 2 0 4 5 2 4 7 6 2 2 2 6 3 5 5,-31.244418405216916,42528
1,1,4 7 3 5 0 0 7 7 4 0 0 0 1 6 5 5 2 3 2 2 1 2 5 2 4 4 6 3,-32.30035152884982,70128
1,2,0 7 6 7 7 0 0 3 1 1 1 6 4 6 7 4 6 2 1 0 1 5 3 1 2 7 0 6,-31.805791727167165,50320
1,3,0 4 7 5 5 1 1 4 3 7 7 7 1 3 6 0 3 2 0 3 5 1 5 5 4 4 3 4,-30.83497775994537,43712
1,4,0 7 6 7 7 0 0 3 1 1 1 6 5 3 6 7 6 4 1 2 3 5 3 1 2 7 0 6,-31.63563444176587,78032
1,5,4 3 4 5 3 0 2 6 0 7 7 7 5 0 4 0 6 4 3 5 3 5 4 4 3 7 1 2,-31.08169043565755,61792
1,6,1 3 4 2 6 1 2 4 6 4 7 6 4 6 2 5 7 2 1 7 3 7 1 5 3 6 4 2,-31.668309204751974,128672
1,7,4 3 0 0 6 4 4 7 6 7 0 4 7 7 2 4 5 3 4 5 2 4 1 1 4 0 6 4,-30.718787016480103,54080
1,8,4 7 2 3 3 2 0 3 5 2 4 4 1 0 3 4 4 0 5 1 7 4 5 4 5 2 4 2,-28.892950556264047,45072
1,9,0 4 1 7 2 4 5 1 2 6 6 3 0 7 2 4 0 2 5 1 5 6 7 6 4 5 0 7,-30.76228795311595,60688
1,10,4 7 1 0 5 4 3 3 0 1 4 5 7 6 0 1 6 7 7 2 4 6 0 5 2 1 2 7,-31.38408944455931,93312
1,11,4 2 3 6 1 2 0 4 5 6 0 1 0 3 3 4 6 2 1 7 2 4 7 3 2 0 5 6,-30.82545513262982,82336
1,12,5 4 2 1 6 0 4 7 1 6 6 2 5 5 6 0 3 6 0 6 5 0 4 4 4 2 0 5,-31.43825887399564,153664
1,13,1 6 1 0 7 1 4 7 3 4 0 7 4 2 7 0 7 4 0 1 0 4 0 4 7 0 3 1,-31.530006454661784,219808
1,14,4 2 5 1 2 1 0 7 7 3 1 5 7 2 5 6 7 7 5 3 2 2 4 2 0 2 6 1,-30.127223919942708,58240
1,15,4 6 3 0 1 2 2 5 3 2 2 0 5 0 3 0 7 0 7 7 1 5 1 1 2 2 1 5,-30.753543958943684,140528
1,16,4 5 3 1 6 2 5 6 2 5 4 1 1 2 0 4 4 7 7 7 0 2 0 0 4 1 4 4,-30.585565273181032,88400
1,17,5 7 1 4 0 6 6 7 3 4 3 6 0 6 2 4 7 0 6 1 6 4 2 1 7 7 2 2,-31.436457663955046,195232
1,18,4 0 3 3 1 3 1 5 0 6 2 2 6 5 1 6 2 3 1 1 2 1 7 3 7 3 5 3,-31.034525959500407,163984
1,19,1 7 6 1 5 2 2 0 3 1 4 1 5 3 5 0 7 5 5 2 5 2 5 0 2 2 4 3,-31.46202281430909,326816
1,20,4 2 4 2 2 4 5 1 0 1 4 4 4 1 0 5 1 6 3 5 5 1 4 4 3 5 1 6,-29.174998577520334,59344
1,21,0 7 5 4 2 4 5 4 2 2 5 4 4 1 3 5 2 1 5 4 4 1 6 3 2 6 5 7,-29.85497307692501,83344
1,22,4 5 0 5 4 4 6 1 6 5 6 4 4 1 3 3 7 4 3 2 5 1 2 6 1 4 7 7,-30.280096989749346,90560
1,23,4 7 1 2 6 0 3 0 1 3 6 2 2 0 2 3 3 2 5 5 1 0 6 2 3 0 0 2,-30.51578427826692,102352
1,24,4 5 0 5 4 4 6 1 7 5 6 4 4 0 7 7 6 4 0 2 4 5 1 5 7 0 1 7,-30.36365443168239,100464
1,25,1 6 1 0 7 6 4 7 3 4 3 4 3 2 5 5 2 2 7 0 1 3 2 0 0 0 3 1,-31.101211394234785,277408
1,26,5 7 0 1 0 1 5 0 6 3 0 1 0 6 7 4 6 2 1 0 2 1 6 0 0 7 6 0,-31.310204957387988,288512
1,27,1 4 5 4 3 4 0 3 6 6 3 0 4 6 0 1 5 1 6 7 5 3 6 2 3 6 1 4,-30.799563624189698,262368
1,28,1 6 0 5 5 2 1 2 3 6 2 0 0 0 0 3 7 2 1 7 3 4 6 1 6 2 1 3,-31.437090971650907,337216
1,29,4 5 0 5 4 4 6 1 6 2 6 4 4 1 3 3 7 4 3 2 5 1 2 6 1 4 7 7,-29.94411425760992,96976
1,30,0 1 1 0 0 7 0 5 2 5 2 2 1 6 7 4 5 4 5 1 1 2 1 3 4 4 6 4,-28.89359748611909,93408
1,31,1 4 5 4 3 4 0 3 6 6 3 0 4 6 0 1 4 2 5 1 5 3 6 2 3 6 1 4,-30.458487756108916,239488
1,32,4 3 6 3 1 0 7 0 1 2 4 4 2 0 1 2 7 0 2 6 7 6 0 3 6 5 7 4,-30.45702800800903,146464
1,33,4 2 3 6 1 2 0 2 2 4 2 6 2 0 2 4 6 2 6 7 2 4 7 3 2 0 5 6,-29.95508606026231,104656
1,34,4 0 2 2 4 6 1 3 2 6 7 6 6 1 5 4 0 1 4 0 3 7 3 5 1 5 3 4,-30.1526643250798,128912
1,35,1 6 6 1 3 0 6 2 5 3 3 5 6 6 2 4 0 5 7 6 2 6 7 0 7 2 5 4,-30.758589528672246,272384
1,36,6 7 4 4 0 6 6 7 3 4 3 6 0 6 2 4 7 0 6 1 6 4 2 3 5 3 5 4,-31.296407832313516,599184
1,37,1 7 2 0 1 5 5 1 0 1 4 4 4 1 0 6 1 1 3 5 3 5 7 7 1 6 7 5,-31.29340940690597,378144
1,38,0 3 1 7 3 6 1 4 5 0 3 6 7 5 7 4 5 4 5 1 1 2 1 3 4 4 6 6,-29.760898361666925,101584
1,39,4 7 1 2 6 0 3 0 1 3 6 2 2 0 2 3 3 2 5 5 1 0 6 2 2 5 3 1,-30.42151163512644,149616
1,40,0 7 2 0 5 4 4 6 3 3 7 4 3 1 7 7 2 4 1 1 5 7 1 7 6 4 0 3,-30.437178969266906,152608
1,41,1 4 0 4 0 0 0 4 1 3 1 4 0 1 2 4 2 7 6 7 3 3 0 5 1 2 2 7,-30.65326593346757,310464
1,42,3 5 5 6 4 6 6 0 1 0 7 2 6 5 1 6 2 3 1 6 2 1 7 3 4 0 3 2,-31.29505916538,1772320
1,43,1 7 2 0 1 5 5 1 0 6 3 0 4 1 2 1 3 1 3 5 3 5 7 7 1 6 7 5,-31.290151039053644,427232
1,44,2 2 0 6 3 5 7 7 3 2 2 0 5 0 3 0 7 2 6 7 7 4 4 5 7 0 6 2,-30.951889795863025,398736
1,45,4 1 2 2 7 5 4 3 1 6 0 3 2 7 2 2 0 6 7 6 5 0 6 6 4 6 5 1,-29.697607303941272,105200
1,46,0 4 3 6 0 3 1 3 6 6 4 1 7 3 5 6 7 3 6 5 2 6 3 5 3 0 0 4,-29.72358845004062,110672
1,47,4 1 7 2 5 6 7 2 7 7 0 0 1 3 1 1 6 5 4 1 4 0 2 4 0 6 6 0,-30.25260690669429,161424
1,48,0 1 1 0 0 7 0 5 2 5 2 2 1 6 7 5 7 5 7 1 7 2 3 6 3 0 7 4,-29.73563095073925,159392
