label,pc1,pc2,Net
pool,1.7497128148070336,-0.5397182659176112,"[7, 2, 5, 6, 4, 4, 3, 7, 3, 1, 4, 0, 1, 4, 7, 1, 0, 0, 2, 7, 7, 4, 3, 4, 4, 5, 6, 5]"
pool,0.706184302857653,2.087984490449597,"[7, 6, 1, 6, 7, 0, 1, 0, 4, 2, 3, 1, 0, 2, 4, 4, 1, 0, 6, 5, 6, 5, 3, 4, 0, 4, 1, 4]"
pool,-1.42610425477187,-2.380436261208939,"[1, 7, 6, 7, 7, 4, 1, 7, 0, 1, 4, 0, 5, 1, 6, 0, 7, 5, 6, 7, 6, 4, 4, 4, 0, 6, 3, 1]"
pool,2.2789076849907057,0.16198691384220307,"[1, 4, 6, 5, 5, 3, 4, 3, 2, 3, 2, 7, 5, 2, 5, 2, 7, 0, 4, 4, 3, 3, 4, 1, 0, 2, 2, 0]"
pool,2.2754182730406898,-0.3474262039240063,"[3, 5, 6, 7, 6, 4, 1, 3, 7, 1, 1, 0, 2, 3, 6, 6, 7, 6, 4, 5, 4, 1, 1, 1, 4, 3, 0, 4]"
pool,-2.471186080907411,0.6695847875340677,"[0, 4, 0, 0, 7, 4, 0, 0, 7, 1, 7, 4, 0, 0, 5, 0, 2, 4, 3, 4, 0, 6, 7, 1, 4, 7, 4, 5]"
pool,0.17535204185015715,0.2959043243717599,"[7, 0, 4, 5, 0, 0, 1, 7, 1, 5, 3, 5, 4, 3, 5, 4, 7, 3, 4, 0, 0, 4, 7, 3, 7, 6, 4, 1]"
pool,-6.591064853206805,-0.807352309748725,"[6, 7, 4, 4, 7, 4, 0, 6, 4, 0, 7, 4, 0, 7, 4, 0, 7, 4, 0, 7, 0, 0, 7, 0, 4, 0, 4, 4]"
pool,-0.3148989320084746,0.6270104893723709,"[4, 2, 4, 0, 7, 4, 2, 5, 2, 4, 0, 2, 5, 5, 4, 4, 1, 4, 1, 7, 0, 3, 1, 4, 7, 6, 0, 5]"
pool,3.0707184902805773,-0.5280022295763002,"[2, 6, 7, 1, 0, 3, 5, 2, 1, 7, 5, 1, 2, 6, 0, 0, 7, 7, 2, 2, 0, 5, 3, 6, 5, 5, 7, 1]"
pool,-0.9397901395554417,2.23118920328386,"[2, 7, 2, 4, 1, 0, 4, 1, 1, 0, 6, 4, 6, 2, 0, 4, 0, 5, 4, 0, 4, 0, 7, 1, 0, 5, 4, 6]"
pool,0.6352000871942222,-0.023335975606064402,"[1, 3, 0, 7, 3, 4, 1, 5, 4, 4, 3, 5, 5, 3, 4, 7, 3, 5, 5, 4, 4, 1, 4, 2, 0, 7, 0, 5]"
pool,0.3130126631247498,0.08866567944690684,"[6, 7, 1, 5, 0, 5, 0, 7, 6, 2, 7, 0, 2, 2, 0, 4, 6, 5, 4, 3, 2, 6, 2, 4, 5, 5, 1, 2]"
pool,0.2596539869759829,0.12829393639262646,"[4, 5, 2, 0, 7, 6, 2, 0, 6, 0, 7, 2, 0, 1, 2, 6, 4, 5, 5, 0, 1, 0, 7, 6, 0, 4, 4, 7]"
pool,-1.7854491977819802,0.8998186355967032,"[0, 1, 0, 0, 1, 4, 2, 1, 2, 1, 5, 7, 4, 5, 4, 1, 7, 0, 0, 6, 4, 0, 7, 4, 2, 7, 5, 1]"
pool,-0.4713693982037049,1.6302408524186232,"[2, 5, 4, 2, 5, 7, 4, 3, 1, 5, 2, 1, 0, 4, 4, 0, 4, 0, 0, 4, 5, 6, 1, 0, 0, 7, 4, 4]"
pool,2.358356405950709,-0.8322497044524122,"[7, 2, 3, 4, 7, 3, 5, 2, 4, 2, 3, 6, 1, 2, 0, 6, 7, 2, 3, 7, 6, 5, 2, 4, 4, 1, 3, 2]"
pool,-4.365330756029497,-1.0897923729952745,"[5, 6, 1, 0, 7, 4, 4, 0, 4, 0, 7, 4, 4, 7, 1, 0, 7, 1, 5, 4, 1, 4, 7, 6, 4, 7, 4, 4]"
pool,2.249278368153965,-1.2487030350468198,"[4, 4, 3, 0, 7, 0, 3, 4, 7, 7, 5, 1, 0, 0, 7, 5, 2, 5, 4, 3, 1, 7, 1, 6, 0, 7, 6, 7]"
pool,3.101545762539205,-0.8095541457304007,"[6, 0, 7, 2, 6, 7, 4, 4, 5, 2, 3, 6, 6, 2, 4, 1, 7, 7, 6, 1, 0, 1, 7, 1, 1, 0, 6, 5]"
pool,-3.965490160267002,-1.2143614516361132,"[4, 5, 1, 0, 7, 5, 4, 7, 7, 4, 4, 0, 0, 7, 2, 0, 7, 4, 0, 6, 4, 0, 7, 5, 0, 5, 5, 1]"
